source,list_url,title,url
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"애플, &apos;복합 명령&apos; 처리하는 시리 기능 테스트",https://www.aitimes.com/news/articleView.html?idxno=208650
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"오픈AI, 18조 추가 투자 유치로 기업가치 1281조 평가",https://www.aitimes.com/news/articleView.html?idxno=208653
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"엔비디아, AI 칩 생태계 확장 위해 경쟁사 마벨에 3조 투자",https://www.aitimes.com/news/articleView.html?idxno=208654
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"앤트로픽, 내부 실수로 &apos;클로드 코드&apos; 소스 코드 유출",https://www.aitimes.com/news/articleView.html?idxno=208649
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"알리바바, &apos;시청각 바이브 코딩&apos; 가능한 ‘큐원3.5-옴니’ 출시",https://www.aitimes.com/news/articleView.html?idxno=208618
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"지푸, 로컬에서 구동하는 &apos;오토클로&apos; 출시...&quot;사용자에 데이터 통제권 돌려줘야&quot;",https://www.aitimes.com/news/articleView.html?idxno=208619
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"크로마, &apos;컨텍스트 핵심&apos;만 걸러내는 검색 특화 에이전트 출시",https://www.aitimes.com/news/articleView.html?idxno=208629
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"세일즈포스, 음성 검색 지연 316배 단축하는 &apos;보이스에이전트RAG&apos; 출시",https://www.aitimes.com/news/articleView.html?idxno=208628
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,"애플, 앱 스토어에서 &apos;바이브 코딩&apos; 앱 퇴출 시도",https://www.aitimes.com/news/articleView.html?idxno=208635
ai_industry_multi_code_s2,https://www.aitimes.com/news/articleList.html?sc_multi_code=S2&view_type=sm,제프 딘 &quot;데이터 고갈론 동의 안 해…비디오·합성데이터가 새 연료&quot;,https://www.aitimes.com/news/articleView.html?idxno=208636
